text,label
"国际油价本周大涨20% 本报讯 文/表 记者游锋华 尽管美国金融危机导致的全球工业放缓对能源需求的影响仍然没有任何实质性改观,但从本周开始,商品市场投资者的眼光重新 回到了对供应不足问题的关注,市场气氛与油价创下历史高位时愈加相似。由于对供应问题的忧虑,国际油价本周大幅上扬,周涨幅超过20%,这一情况在过去半 年中极为罕见。 欧佩克减产影响日益明显 截至当地时间本周四收盘,美国纽约商品交易所 NYMEX 挂牌的西德克萨斯轻质原油期货价格从上周四的37.13美元",财经
"美商品期货交易委员会考虑限制原油投机行为 美国商品期货交易委员会主席加里 根斯勒7日表示,该委员会正考虑是否采取措施限制原油期货投机行为,以确保原油期货市场公正、开放和有效运行。 根斯勒当天发表声明表示,美国商品期货交易委员会有义务确保所有期货产品形成一套公正、透明的定价机制。他宣布,美国商品期货交易委员会将在今年7月和8月召开一系列听证会,就是否对原油期货投机交易进行限制等议题听取各方意见。 按照目前美国相关法律,美国商品期货交易委员会可对小麦、大豆等农产品期货交易数量实行限",财经
"长信内需成长基金即将发行 本报记者 黄淑慧 上海报道 由于顺应经济转型的趋势,以“内需”为主题的基金产品近年来得到了投资者的普遍认可。 长信基金管理公司将于近日发行由农业银行托管的长信内需成长股票型基金,该基金着眼于投资在“内需”主题中具有“成长”潜力的上市公司。 长信基金表示,此次发行的产品将在“内需”主题和“成长”风格的双重动力驱动下,让投资者分享我国经济长期快速增长的发展成果。 目前股票市场受通胀高企、政策紧缩和流动性紧张等因素的困扰,但随着经济“软着陆”",财经
"雅思口语话题解析:季节天气 【名师讲解】 季节和天气一直是雅思口语的传统话题。在第一部分几乎是每次必考,虽然这类卡片在第二部分的出现率不是非常高,但也会不时突袭。从另一个角度来说,季节和天气的谈论可以贯穿到很多考题之中去论述。比如应对关于体育运动的卡片时,我们也可以略带描述一下做该运动的适宜天气。 在谈论自己所受到的帮助时,也可以说自己在下着倾盆大雨的半晚,有个朋友借出了自己的伞。在最近由机械工业出版社和朗阁教育集团共同出版的《每天三小时冲刺雅思口语》一书中,朗阁",教育
"2010年经济学考研要合理选择专业 明确自身实力之后,考研学子要根据自身实力选择适合自己的经济学专业。选择过程中,专家建议考生详细了解以下内容: 一、经济学专业程分类 经济学专业课程大体上分为两类:理论经济学和应用经济学。 二、经济学专业课程具体分析 理论经济学包括政治经济学、经济思想史、经济史、西方经济学、世界经济、人口、资源与环境经济学等,有部分学校还新增了网络经济学、企业经济学、可持续发展经济学等新型专业。 应用经济学包括国民经济学、区域经济学、财政学、金融学、产业",教育
"法玛尔未获报价成自由球员 组织型控卫入湖人视野 新浪体育讯 北京时间7月1日消息,据realgm网报道,本周三,洛杉矶湖人决定,将不再向球队的替补控卫乔丹-法玛尔开出报价合同,这也就意味着,在7月1日自由市场开启之时,他将成为一名完全自由球员。 1号位,一直是湖人队的薄弱环节。正因为此,湖人在2006年选秀大会上在首轮第26顺位摘下了来自UCLA的潜力控卫法玛尔。2006-2007赛季,法玛尔得到了充足的表现机会,出场72次,其中首发2场,场均15.1分钟。尽管,场均4.4分1.9次",体育
"独家点评:“攒”出来的高考作文题目 来源:新东方 今年乃是新课改之后的第一个高考年。若是没有点新意没有点意外怎么也说不过去,但若是摧枯拉朽的颠覆以往倒又显得矫枉过正了,于是,便攒出了这么一道《仰望星空与脚踏实地》。 很多考生和教师大概会觉得此题事出偶然,就像两片树叶飘到了一起。题目是什么不重要,重要的是透过题目我们要明白他背后的门道。孩子已经降生,评论他鼻子眼睛嘴之前得先问问他的爹妈是谁? 偶然的事情是没有原因的,因为他是偶然的;而正因为他是偶然的,他又是有原因的。我说过",教育
"发改委:责令囤积食糖企业限期限价限对象销售 发改委告诫惜售囤积食糖企业,依法责令限期限价限对象销售。 【《财经》综合报道】国家发改委网站9月30日发布消息称,发改委告诫惜售囤积食糖企业,依法责令限期限价限对象销售。 发改委称,2009年以来,国内食糖价格快速上涨,除因产量减少、成本增加等因素影响外,少数不法经营者囤积哄抬起了推波助澜的作用。近日,国家发展改革委价格监督检查与反垄断局组织检查组,对食糖主产地10多家制糖企业进行检查,查出一些制糖企业存在囤积哄抬食糖价格的行为,扰乱了",财经
"QDII基金:唱亚太老调 打指数新牌 刘田 2010年A股基金的大面积亏损,却成就了QDII基金的第三次“出海”。在A股市场表现不尽如人意的情况下,QDII基金产品正在密集发行。 根据Wind数据,目前市场上共有23只QDII基金,其中今年发行的有13只,此外南方金砖四国指数基金也将于近日首发,博时基金也获得了标普500的开发授权,极有可能将会推出博时标普500跨境ETF基金。 目前看来,今年发行的QDII基金首募份额并不大,基本在3亿 6亿份左右。其中5月份成立的长盛环球",财经
"第二十二届春季国际名校招生会即将开幕 第二十二届春季国际名校招生会 2011年3月19日下午1点,伯乐留学将在北京长富宫饭店举行“第二十二届春季国际名校招生会”。届时,将有近百名海外高校代表齐聚伯乐,与您分享最新录取信息、解读招生政策。现场开通2011秋季入学最后补录绿色通道,首发2012春季入学最新招生信息,更有2011伯乐学子及其家长亲身讲述“我是如何被哈佛大学录取的”传奇申请经历。本次招生会得到了新浪教育频道、腾讯出国频道、搜狐出国频道、龙巢网、优学网、出国之窗、育路",教育
"基金修改专户一对多材料二次报批 每经记者李娜发自上海 上周末,市场翘首等待的基金专户一对多产品没能正式亮相。与此同时,消息也是接踵而至,由于管理层对银行也要提取业绩报酬存在不同看法,专户一对多的问世时间因此延迟。 近几日,据《每日经济新闻》记者了解到,各家基金公司也是忙着和银行沟通,修改材料。沪上某银行系基金公司无疑动作较快,其相关负责人已于昨日携带修改后的材料再次赴京。 基金有望独享业绩提成 据消息人士透露,此次专户一对多延迟是因为管理层觉得银行并没有参与专户一对多",财经
"多空无心恋战 股指期货底部或已来临 文/本刊记者郭娴洁 提要:目前多空双方都是意兴阑珊,保持观望的态度。但多方的乐观情绪还没有进入“冰点”,任何一个反弹都能立即点燃多方的上攻热情。 近日,股市在对高通胀和流动性收缩的担忧之中表现得动荡与不安,不安情绪也弥漫在股指期货市场中。股指期货专家称,异动的持仓量和成交量有可能暗示底部到来了。 成交量增 持仓量降 11月23日,股指期货四合约继续向下寻求支撑,主力合约IF1012盘中最大跌幅超过3%,终盘报收3121.4点,下跌1.8",财经
"信用卡挂失费各银行标准不一 市民质疑部分银行收费过高 银监会:挂失费属市场调节价 与银行规模、设备成本有关 信用卡挂失多日后,突然被通知缴纳挂失费85元,市民张欢迎先生质疑信用卡收费过高。记者随后采访发现,目前,各银行信用卡挂失费用多在20元到85元不等,但多数市民对此不知情。 银监会表示,价格差异与各银行规模大小、设备成本等因素相关。 事件 信用卡挂失后 收到催缴账单 今年9月,市民张欢迎先生的女朋友不慎将一直未开通的广东发展银行信用卡丢失,他随后致电银行信用卡",财经
"五只封闭式基金近期分红 本报讯 博时基金日前发布公告称,旗下裕泽、裕阳、裕隆三只封基将于近期分红,这三只基金每10份基金份额对应的分红金额分别为0.91元、0.71元、1.77元,权益登记日均为4月7日,除息日均为4月8日,除裕阳的红利发放日为4月14日外,其他两只基金的红利发放日为4月8日。 华夏基金旗下的基金兴华、基金兴和也于近日实施分红,基金兴华每10份分红1.39元,基金兴和每10份分红1.05元,权益登记日均为4月6日,红利发放日均为4月12日。 中",财经
"钢材期货短线风险加剧 长期维持4800点目标价位 数据来源:WIND,东证期货研究所,中证期货 中证期货 刘冰清 孙凡 182万手!作为一个上市刚满4个月的“新生儿”,螺纹钢期货成交量已经超过了有十多年历史的带头大哥 铜期货。 7月份以来,钢材期货无疑是期货市场最为耀眼的品种之一。截至29日收盘,螺纹钢主力合约910报于4392元/吨,7月累积涨幅达550余元。笔者曾预计该品种将在年内到达4800元/吨,但截至7月29日的不到2周时间内,910合约即站上4400元关口之上,速度之快远超",财经
"热身赛-李玮锋头槌破门黑煞两球 申花0-3惨败泰达 新浪体育讯 北京时间2月16日,上海申花在康桥基地与正在上海进行集训的天津泰达进行了一场热身赛。根据双方约定,除受伤球员,双方均派遣所有能出场的主力球员出赛。最终天津泰达3比0胜上海申花。比赛中,申花队的外援萨梅隆和里亚斯科斯先后被罚出场外。 本场比赛,申花队方面缺少了忻峰、达卡、冯仁亮和于涛四名主力,而泰达方面,卢西亚诺、佐里奇、吴伟安和主力门将赵燕明也没有登场。由于两支球队水平均很高,因此比赛本身也很精彩。但到上半场即将结束之际,申",体育
"南科大学生拒绝高考获教育部前发言人支持 7日上午,全国933万考生走进高考 微博 考场之际,曾发表公开信、拒绝教育部让他们参加高考的45名学生,无一走进设在南科大校内的高考考场。对此,南科大相关人员转述校长朱清时的表态:孩子们的拒考并不是对整个高考制度的否定,多元化的人才选拔方式应该提倡。 两考场考试被迫取消 采访中记者获悉,7日上午,在南科大校内两间专门准备的高考考场内,因为无人领试卷,过了15分钟之后,两个考场的考试被迫取消。 在得知南科大无一人赴考的消息后,南科大校长朱",教育
"基金经理掀离职潮 倒逼公募人才激励机制 每经记者 魏玉卿 中邮核心优选基金经理王海涛辞职; 景顺长城能源基建和新兴成长基金经理李志嘉辞职; 信诚四季红基金经理管华雨辞职; ...... 《每日经济新闻》记者发现,今年以来,90余只基金公布了基金经理变动情况 包含离职和调任 ,变动之频繁超过近年同期。基金经理的流失正在日益严重,虽然基金公司加强了内部挖潜,但这仍非根本的解决之道,那么,公募基金经理未来的变数在哪里? 基金经理变动达近年高峰 据《每日经济新闻》记者统计,今年以来,",财经
"中银基金管理公司聘任俞岱曦为副总经理 全景网3月6日讯 中银基金周五公布,经公司第二届董事会第五次会议审议通过,决定聘任俞岱曦先生担任公司副总经理。 俞岱曦,历任鹏华基金管理有限公司基金普润基金经理助理、行业分析师;嘉实基金管理有限公司全国社保基金106组合基金经理、基金丰和基金经理助理。2007年11月起担任中银基金管理公司助理执行总裁,2008年4月1日至今,任中银增长基金经理。 全景网/陈丹蓉",财经
"围甲首轮对阵:重庆贵州强强对话 古力李 主将战 新浪体育讯 4月25日,2010年金立手机杯围棋甲级联赛首轮比赛打响,传统强队中国移动上海迎战卫冕冠军苏泊尔杭州。西部两支劲旅重庆冷酸灵与贵州百灵狭路相逢,古力李?进行主将战。 以下为首轮具体对阵: 中国移动上海VS苏泊尔杭州 1 刘世振VS王雷 快 2 胡耀宇VS刘星 主 3 邱峻VS黄奕中 4 朱元豪VS汪涛 重庆冷酸灵VS贵州百灵 1 谢赫VS时越 2 古力VS李? 主 3 李轩豪VS彭立? 快 4 王檄VS朴文? 广西华蓝VS西",体育
"2009年南京中招第三批次7月21日起录取 记者昨从南京市招办获悉,南京市中招第二批次学校招生录取工作昨日结束,截至19日,全市已录取新生3.99万人。其中,普通高中3.08万人,综合高中0.16万人,高职班0.53万人,技师与高级技工班0.22万人。 考生可从市招生办网站 第二批次学校在投档控制线上第一志愿完成计划的学校有:栖霞中学、板桥中学、南京幼儿高等师范学校、南京财经学校、南京高等职业技术学校、莫愁中等专业学校、南京铁道职业技术学院 苏州校区 、无锡卫生高等职业技术学校、",教育
"小学生手捧六项专利敲不开名校门 12岁的周子娴 化名 二年级起申请国家专利,现在家里已经有六张国家专利证书,这样一个“专利牛人”在即将小升初时却遭遇尴尬:科技特长生不设“专利”这种类型;名校优录时专利证书仅作参考。 和周子娴有相同遭遇的孩子还有不少,近两年南京小学校园里的“专利牛人”越来越多。采访中一所名校校长直言不讳地说:“现在小学校园专利有些泛滥,家长代劳、老师操刀的现象客观存在,容易造假,我们在招生时更看重真实能力,这类‘专利’孩子基本不在优先考虑范围内。” 事",教育
"斯特恩:热火三巨头将重现经典 NBA迎最成功赛季 新浪体育讯 北京时间10月8日,yahoo体育报道,NBA总裁大卫-斯特恩称,球迷们对于热火的预期将是新赛季他们持续关注NBA的理由。“就像曾经那些最伟大的篮球比赛一样”斯特恩说。 在今天NBA总冠军洛杉矶湖人和欧洲冠军联赛冠军FC巴塞罗那比赛之前,斯特恩被问到,网罗了勒布朗-詹姆斯-德文-韦德和克里斯-波什的迈阿密热火,是否被联盟中其他有希望竞争总冠军的球队当做“坏人”。 三井森",体育
"揭四种招生惯用诈骗伎俩 提醒考生家长不要上当 随着高考录取工作进入高峰,一些不法之徒,开始利用考生与家长求学心切的心理进行诈骗犯罪活动。7月19日,省录取场有关负责人提醒考生家长不要上当,要从正规途径获取录取信息。 昨日,成都外国语学校一高分考生告诉记者,他前两天接到3个电话,都是自称三本院校打来的,说他被那些学校录取了,“真是遇见 ‘李鬼’了,我的分数上了一本线的。” 湖南长沙2011级高考生唐柳 化名 报考了四川师范大学播音主持艺术专业。7月17日,唐柳的爸爸接到一男子的电话,",教育
"基金销售压力大 营销熟手外流 证券时报记者 程俊琳 今年以来,不少基金公司的营销人才逐步外流,近期不少券商、信托、银行以及私募都有基金公司“营销熟手”加盟。 最新消息显示,上海地区基金公司中市场部出现了基金销售以及营销策划人员外流现象。知情人士透露,不少基金公司上至基金公司副总下至一般营销策划岗位中,今年都有员工离开,并且这次变动并非是基金公司之间的互流,有很多人员选择了券商、银行等金融机构,离开了基金这个行业。 “一线销售人员外流这个现象更为明显,基金公司目前正面",财经
"大成基金:底部已经确立 昨日,大成基金以一系列公益活动迎来了十周岁生日。在客户答谢会上,大成基金发布了二季度投资策略报告。 大成基金表示,中国经济逐步走出最困难的时期,世界经济和中国经济已经向均值回归。虽然经济的复苏具有波折性,但是整体来说,底部已经确立,宏观经济正在持续好转。基于对宏观经济的积极判断,大成基金将在未来采取较为积极的投资策略,坚持高于市场平均的仓位,在行业和板块上快速轮动。至于投资主线,大成基金认为有如下机会:早周期行业 房地产、汽车、非银行金",财经
"云南省4高校录完一本 高分考生首选云大保底 4所本科一批录取的云南省属大学 云南大学、昆明理工大学、昆明医学院、云南财经大学 昨日已录取完毕。云南共有7所大学参加本科一批录取,目前尚有云南师范大学、云南民族大学、云南农业大学3所省属大学未公布一本录取线。云大和昆工都增加了录取人数,表明本科一批院校仍继续有招生指标的增加。 云大文理科均有高分考生录取,表明高分考生将云大作为一本保底首选趋势明显。 云大本科一批共录1108人,其中文科录382人,与原计划数一致,最高录取分数为622,",教育
"多数基金经理认为债基今年赚钱难 商报讯 记者 崔吕萍 根据天相投顾数据,29家公司旗下166只基金公布了2008年四季报。其中,受益于债券市场的大牛市行情,2008年四季度债券市场延续牛市行情,多数债券型基金净值增长率在5%以上。但多数基金经理对后市看法并不乐观。有人认为,在央行降息周期下,债券市场的盈利空间很有限,债券型基金必须在震荡中寻求盈利机会。 四季报显示,受大幅降息和下调存款准备金率等因素刺激,债券市场收益率从2008年10月起呈曲线快速下滑态势。各期限利率",财经
"高考那点事:孩子填报志愿早动手 2010年的高考生,现在已经走进大学,开始了新的学习生活。但在高考前,那些曾经的高三家长在填报志愿方面是怎么做的呢? 北京陈经纶中学的一位考生家长,在网上填报志愿前,为孩子准备了3套志愿方案征求老师意见。他手中的一个笔记本,密密麻麻地记录了3套方案中学校的筛选、专业的分析和最后敲定志愿的整个过程。他告诉老师,这是全家人经过半年的资料搜集整理,为孩子量体裁衣选择的方案,让老师最后把把关。这三五张薄薄的A4纸,浸透着家长的心血和期望。 大部",教育
"上周股票基金涨跌各半 中小盘风格基金领涨 全景网11月24日讯 上周开放式基金表现明显分化,股票型基金涨跌各半,中小盘风格基金领涨,而债券型基金则显出疲态。上证综指上周累计下跌0.86%,深证成指涨0.76%。 据全景网基金统计数据,列入统计的210只股票型基金中,上周104只净值下挫,占比49.52%。中小盘风格基金涨幅居前,涨幅排名前五位的基金是东吴行业轮动、荷银合丰成长、宝盈资源优选、易方达中小盘、天治创新先锋,周增长率分别为2.83%、2.72%、2.64%、2.39%",财经
"科比加索尔获特殊照顾 禅师开绿灯给更多休息时间 记者朱正光报道 未雨绸缪是优秀主教练必须具备的能力。湖人主帅杰克逊有可能会让科比和加索尔在季前赛初期休息,让他们养精蓄锐,以全力备战常规赛。 科比和加索尔有可能缺战,并不是因为他们伤病缠身,而是因为他们在今年夏天分别代表美国队和西班牙国家队参加了北京奥运会。从小组赛直到最后的决赛,科比和加索尔都参加了各自球队所有的奥运会比赛,而从奥运会结束到周二开始的训练营,他们只得到了几周的休息时间。 最近中国国手孙悦刚到洛杉矶,在举行完新闻发布会的",体育
"利空堆积 天胶跌跌不休 见习记者 沈宁 彼时的上涨先锋队,此时的下跌排头兵。不论涨跌,颇受资金关照的天胶似乎都乐于成为龙头。 2月4万以上的胶价还历历在目,如今已跌去万点有余。昨日,沪胶主力1109收报31145元/吨,当日下跌655元,跌幅达2.06%,较2月9日42895元/吨的历史高点早已相去甚远。4月中旬以来,胶价仿佛一夜之间失去支撑,跌跌不休。 中证期货橡胶分析师刘宾表示,宏观面的持续紧缩造成商品市场整体疲软。由于下游消费低迷,此前库存紧张对胶价的提",财经
"2008年注册会计师全国统考9月19日-22日举行 2008年度注册会计师全国统一考试及英语测试将于9月19日至22日在全国同时举行,57.4万考生将参加考试。为保证今年考试的顺利举行,全国考办及各地方考办按照“严格要求、严密组织、严肃纪律”的原则,周密、高效地完成了520余个考区和3.8万个考场的各项组织筹备工作。 财政部王军副部长和中注协刘仲藜会长高度重视注册会计师考试工作,多次强调各级考试组织机构要与有关部门密切配合、通力合作,确保今年注册会计师全国统一考试万无一失。 全国考办认真",教育
"USDA报告是否成大豆多头催命符 评美国农业部9月报告 特约撰稿 王定红 多年以来,美国农业部 USDA 的9月大豆预测报告是非常关键的报告。之所以关键,一是因为临近北半球大豆收割,其对当年大豆的收成判断“比较确定”,具有一锤定音之效;二是因为此报告常常出现颠覆性的方向大逆转,搅得市场风云突变。2003年9月预测美国大豆产量为7192万吨,比8月预测减少237万吨,并在此之后一连5个月减少,最低降到只有6580万吨,从而改变市场从看空变为看多,导致芝加哥期货交易所 CB",财经
"09年12月英语六级听力真题及参考答案 沪江 本文是09年12月英语六级听力真题和答案,前三页为听力原文Section A到Section C,第四页为听力答案。以下是具体内容: Section A Conversations Short Conversations 11. W: Did you use credit cards on your vacation last month in Europe? M: Sure did. They certainly beat going",教育
"师兄弟对决胡雪峰完胜 本土第一控绝非非浪得虚名 本场比赛,胡雪峰的失误统计栏显示为“0”,这也是他本赛季失误最少的一场比赛。昨晚,胡雪峰交出14分7次助攻5个篮板和3次抢断的全面数据,力压小师弟韩硕一头。 昨晚在宁波,和胡雪峰正面交锋的恰恰是他前几个赛季的替补 韩硕,尽管到了八一之后的韩硕打球更加合理,在和队友的配合中也显得更加理智 这些都是他从前在南钢效力时欠缺的,但是在从前的“壮哥”胡雪峰面前,韩硕依然不能发挥出自己最佳的水平。他有身高的优势,他可以利用步幅更大的第一步摆脱胡雪峰",体育
"中钢协:优质炼焦煤供给日趋紧张 中国钢铁工业协会秘书长迟京东2月22日在中钢协第四次会员会员大会上表示,煤炭是钢铁生产必须的原燃料,随着我国炼铁高炉大型化、现代化,对焦炭质量性能提出了更高要求。目前用于生产高质量焦炭的炼焦煤越来越紧张,而且能够满足5000立方米级特大型高炉用的优质炼焦煤更加趋紧,优质炼焦煤供给问题已经暴露。 证券时报网快讯中心 欢迎发表评论 我要评论",财经
"伊万:某个时段场面急躁 怀着三连胜喜悦面对申花 新浪体育讯 7月24日,中超联赛第14轮,山东鲁能泰山队坐镇主场4:1战胜来访的长沙金德队,上半场比赛邓卓翔利用直接任意球先拔头筹,下半场比赛山东鲁能队韩鹏上演帽子戏法,帮助球队战胜对手。山东鲁能泰山队主教练伊万在赛后表示,“祝贺队员们取得了胜利,我对他们今天的表现满意。” 本场比赛中,应该说长沙金德队的一次犯规成为比赛的转折点,不但犯规队员被罚下,而且还被邓卓翔任意球进球,伊万认为第一个进球很关键,但是队员坚持进攻的态度也值得表扬。“",体育
"季后赛20+10街球王破天荒 1点优势助他pk罗斯隆多 新浪体育讯 北京时间5月1日,魔术客场114-89战胜76人,以总比分4-2晋级第二轮。霍华德被禁赛缺阵,但魔术的三分球21中11击垮76人。拉希德-刘易斯砍下全场最高的29分,JJ-雷迪克投进5个三分球得到15分。拉弗-阿尔斯通16投8中得到21分,希多-特科格鲁拿下12分。顶替霍华德出场的塔戈特得到11分15个篮板。 安德烈-米勒得到全队最高的24分,替补路易斯-威廉姆斯得到17分。依戈达拉表现不佳,得到20分。 对于魔术来说,赛前",体育
"基金上周净值整体上升 据新华社电 在沪深股市多日上涨的带动下,基金净值上周整体上升,沪深基金指数也出现较大涨幅。 中国银河证券统计的344只开放式基金中,上周净值实现上涨的达到332只,基金区间回报率最高达7.89%,除个别基金因分红、拆分导致净值下降较多外,区间回报率最低为负1.82%,相差9.71%。 沪深证券交易所的最新统计数据显示,上周上证基金指数收盘为2620.47点,周涨幅为4.30%;深证基金指数收盘为2723.95点,周涨幅为3.72%。",财经
"2011年成人高考专升本时事政治复习手册 12 7、联合国日前举行仪式,宣布为期一年的“国际青年年”活动正式开始。“国际青年年”以“对话和相互了解”为主题,目标是促进和平理想、对人权的尊重以及不同文化、宗教和文明之间的团结。联合国秘书长潘基文在活动发起仪式上表示,在“国际青年年”期间,联合国及其青年组织合作伙伴将积极推动不同文化及宗教之间的了解和对话。据统计,全球年龄在15岁到24岁的青年有12亿人,占全球人口的18%.87%的青年人生活在发展中国家。联合国决定从2010年8月12日",教育
"北京2011高考高分考生“文升理降” 晨报讯 北大、清华在京提档分数线将是多少?尽管目前尚无人能够断定,但今年高考 微博 成绩的分数段一定程度暴露了两大名校分数线的变化趋势。记者昨天从本市部分区县招考中心和中学获悉,算上加分,高考理科成绩650分以上的人数比去年减少了120人,文科630分以上的人数比去年增加了117人。 据了解,2010年北大在京提档线为:文科632分,理科655分。清华去年在京提档线为:文科641分,理科654分。 今年本市高考各批次录取分数线已经公布,",教育
"洪元硕不满国安亚冠独苗论:我们现在只想着出线 记者胡博轩墨尔本报道 中超10连败!继对韩国球队的8连败之后,山东和河南13日又双双失利并垫底出局。再加上长春亚泰上轮就已被淘汰,中超现在的旗手就是北京国安。客场面对墨尔本胜利,国安打平仍然保持形势主动,但洪元硕仍表示需要强攻3分,不仅仅为了出线,也为了给中超争一口气。 洪元硕:命运还在手中 赛前最后一天,洪元硕婉转地拒绝了几乎每天必有的北京电视台的采访。“没什么可紧张的,”老爷子边走边对记者说:“这比赛就是打着看,打一场是一场,我紧张",体育
"刘国梁:打伦敦奥运不靠嘴 比老将新秀尚有一差距 新浪体育讯 北京奥运会顺利落幕,中国男乒演绎完美;新奥运周期伊始,刚刚连任男乒主帅的刘国梁一句“鼓励年轻队员抢班夺权”,无形中宣布了三雄割据时代的结束。竞争,这是长久以来国乒活力的源泉。“现在是非常关键、也非常尴尬的拐点:原来是明显三个人高,现在这里边已经有交叉了。”从刘国梁的话语中,不难读出正在变化的时代风向。 老将:坚持不能只靠嘴上说说 从全国锦标赛到总决赛,奥运三虎连续两次赛事一起“倒霉”,成为同一个夺冠路上的“踏脚石”:全国锦标",体育
"英媒丁梁大战复制05年经典 1亿1千万收视恐被刷新 新浪体育讯 2009年斯诺克世锦赛抽签结果揭晓,中国选手梁文博与丁俊晖将在克鲁斯堡上演中国德比,这样的对位虽然让人感慨中国选手再次成为了世界台联制造噱头的牺牲品,而另一方面,至少有一个人将进入世锦赛16强的争夺战。面对亨德利与威廉姆斯之间的胜者,无论是丁俊晖还是梁文博,都有杀入八强的可能。 不仅仅是在国内引起轰动,这场中国德比在英国媒体眼中也是一场火星四射的比赛。英媒体称,曾经斯诺克是英国最受欢迎的运动之一,而现在,1850万英国人坐在",体育
"北影招考首日3100人获入场券 表演系扩招1倍 ??信报讯 记者郑江 昨天,北京电影学院2009年招生正式接受考生报名。首日3100人完成了报名工作,比去年增加了700人。 ??据了解,2009年该院本科计划招生440名,招收人数预计比去年新增95名,而表演专业计划招生75人,比去年多了一倍。 ??该院本科招生无分省份计划并且各专业均面向含港、澳、台地区的全国招生。和往年一样,表演系仍是竞争最为激烈的一个专业,截至昨天10点半,大约有200人已经完成了表演专业的报名工作。 ??记者了",教育
"通过09考研大纲谈农学复习之植物生理生化 这一部分笔者将介绍一下植物生理生化的复习 植物生理生化:梳理知识点,系统复习 农学09年是第二次统考,在农学统考前,大多数农业院校的植物生理学和生物化学为任选科,但是植物生理生化一直是中国农业大学、中国农业科学院等科研机构和院校对农学、植物保护学、园艺学、种业科学等一些学科的基本考查科目,凡是报考以上专业的考生,都需要通过该科目的考试。所以相信植物生理学和生物化学的题目和复习方法也有很多可供大家参考。植物生理生化的名词解释可以参照大纲查",教育
"教育展参展高校简介:泰晤士河谷大学 2009年中国国际教育展将于10月17日在北京拉开帷幕,随后巡回武汉、上海、成都和广州5个城市,以下为英国此次参展院校泰晤士河谷大学简介: Thames Valley University 泰晤士河谷大学 ThamesValley University, with campuses in West London Ealing and Brentford and Reading, is a dynamic and forward look",教育
"中国精铜概念或将高位支撑铜价 伦敦金属交易所 L M E 期铜依然试图寻找方向指引,L M E三个月期铜24日电子盘中微涨5美元至7260美元/吨。8月以来,美国市场逊于预期的经济数据重燃市场担忧情绪,铜价一改之前强劲上涨的势头,高位剧烈震荡。市场人士分析,虽然全球经济复苏仍存不确定性,2009年全球范围内大量信贷所导致的通胀预期是目前市场的主要影响因素之一,加之中国精铜采购量增加,铜价整体处在易涨难跌的态势中。 基金属市场在积极的基本面线索和美国等国些许疲弱的宏观",财经
"短期利率四连阴 10月11日shibor利率除3m略微上涨外其余各期限均出现下跌,短期shibor已经是连续四个交易日走低,节后市场资金面趋向于宽松。隔夜利率下跌37.75个基点,报收于3.4417%;1周利率下跌23.08个基点,报4.1975%;2周利率下跌5.50个基点,报4.4358%;中长期shibor中,1个月期利率下跌5.79个基点,报5.2396%。 周二央行在公开市场发行100亿元一年期央行票据,发行量较节前一周增加了80亿元,参考收",财经
"业务快速扩张外资银行凶猛来袭 本报记者 杜艳 9月3日,北京银监局的最新统计显示,北京地区辖内34家外资行中,已有6家改制为在京落户的法人银行。 自2006年11月新的《外资银行管理条例》颁布后,“分行与法人并行,法人导向政策”成为外资行发展的新方向。 在逐步取消对外资银行经营人民币业务在地域和客户对象上的限制后,目前已有摩根大通、友利、韩亚、德意志、新韩、法兴等6家外资银行改制为在京注册法人。辖内34家外资分行中,已有19家改制为法人银行分行,其余15家外国银行分",财经
"魔鬼训练刘国梁亲自上阵 王皓马龙被罚钻桌子 图 宁波北仑体育馆的墙壁上上贴着“自尊自勉,优中更优,自强自信,强中更强”醒目大字。在这红色的标语注视下,中国乒乓球男队正在进行着备战横滨世乒赛的封闭集训。 由于21日将进行三场队内PK赛来确定三张世乒赛门票,因此今天的训练对媒体开放。下午三点半,记者来到北仑体育馆时,队员们正在做训练前的热身活动。热身完毕进入正题,今天下午的主要内容是双打配合的演练。 来自上海的两位主力王励勤和许昕成为最抢眼的人物。两人一个左手一个右手,又有在上海队配合打",体育
"油价反弹连遭打击 高盛预言商品牛市看明年 商品市场大鳄高盛周一则称,预计大宗商品投资可在2010年获得高回报,因为届时经济衰退将被新的经济增长所取代。高盛称,对投资人来说,今年下半年将是进入大宗商品市场的不错时机,不过投资回报仍面临着经济衰退持续的风险。",财经
"黎明京:印度力量再次发力 苏蒂尔才是蒙扎排位英雄 新浪体育讯 虽然费斯切拉离开了,但印度力量仍在继续发力。尽管最终汉密尔顿夺走了意大利大奖赛的杆位,但这次排位赛的英雄是印度力量的苏蒂尔。 意大利大奖赛是全球法拉利车迷最期待的一场比赛。莱科宁在比利时大奖赛夺得今年的首个大奖赛冠军,让法拉利实现了“0”的突破,人们认为法拉利已经摆脱了年初的阴影。在意大利排位赛的第一节,莱科宁排名第一,再次让法拉利车迷坚定了信念。不过,声称在高速赛道不占优势的迈凯轮赛车表现强劲,汉密尔顿拿到了第二节的第一。",体育
