label,category,text,text_processed
1,科技,"哈勃首次拍到两颗小行星正面碰撞残骸 图 新浪科技讯 北京时间2月4日消息,据美国宇航局官网报道,美国宇航局“哈勃”太空望远镜近日在小行星带中观测到一个神秘的X形状太空残骸,而且这个残骸还拖着长长的尘埃状尾巴。天文学家认为,这一现象表明该区域刚刚发生过一起两颗小行星正面碰撞事件。尽管天文学家长期以来一直认为小行星带中经常发生这种相互碰撞事件,但是此前从未观测到过真正的小行星正面碰撞并破碎的场景。 这一神秘的X形状天体被命名为“P/2010 A2”,最早由林肯近地小行星研究小组巡",哈勃 首次 两颗 小行星 正面 碰撞 残骸 新浪 科技 北京 时间 消息 美国宇航局 官网 报道 美国宇航局 哈勃 太空 望远镜 近日 小行星 带中 观测 神秘 形状 太空 残骸 而且 这个 残骸 长长的 尘埃 尾巴 天文学家 认为 这一 现象 表明 区域 刚刚 发生 一起 两颗 小行星 正面 碰撞 事件 尽管 天文学家 长期以来 一直 认为 小行星 带中 经常 发生 这种 相互 碰撞 事件 此前 从未 观测 真正 小行星 正面 碰撞 破碎 场景 这一 神秘 形状 天体 命名 2010 A2 最早 林肯 近地 小行星 研究 小组
1,科技,"用机宝典 宾得中端单反王K20D用机指南 作者:Gray 一、宾得K20D 资料 评价 图片 样张 简介 相信很多人都没有忘记在2007年宾得向单反领域推出的主打机型K10D,这款机型拥有着可以与佳能40D以及尼康的D200一争高下的性能,以仅仅高出入门单反约2000元的优势,赢得了不少消费者的倾心,也因此成为了07年数码单反界的一匹黑马。同时K10D也获得了2007年日本相机界最权威的“Camera Grand Prix”大奖 格兰披治相机大奖 的冠军。对此,宾得在08年也不",用机 宝典 宾得 中端 单反 K20D 用机 指南 作者 Gray 宾得 K20D 资料 评价 图片 样张 简介 相信 很多 没有 忘记 2007 宾得 单反 领域 推出 主打 机型 K10D 机型 拥有 可以 佳能 40D 尼康 D200 一争 高下 性能 仅仅 高出 入门 单反 2000 优势 赢得 不少 消费者 倾心 因此 成为 07 数码单反 一匹 黑马 同时 K10D 获得 2007 日本 相机 权威 Camera Grand Prix 大奖 格兰 披治 相机 大奖 冠军 对此 宾得 08
3,教育,"时评:高考改革应为农村考生提供公平竞争机会 最近读了原春琳撰写的《15省区公布高考改革方案基本与农村考生无关》一文,感触颇深。文章指出,自主招生“这个制度从执行之初,倾向性就很明显:这个政策基本与农村学校无缘,与农村考生无缘”。 全国有大学849所,具有较强实力的“985工程”学校39所。2010年自主招生的大学有80所,基本属于国内高水平大学。通过自主招生考试跨入高水平大学门槛的考生在6年间翻了6番,而这个政策基本与农村考生无关。据笔者了解,农村能上高中的学生数量本来就少,一般",时评 高考 改革 应为 农村 考生 提供 公平竞争 机会 最近 原春琳 撰写 15 省区 公布 高考 改革方案 基本 农村 考生 无关 一文 感触 颇深 文章 指出 自主 招生 这个 制度 执行 之初 倾向性 明显 这个 政策 基本 农村 学校 无缘 农村 考生 无缘 全国 大学 849 具有 较强 实力 985 工程 学校 39 2010 自主 招生 大学 80 基本 属于 国内 高水平 大学 自主 招生 考试 跨入 高水平 大学 门槛 考生 年间 这个 政策 基本 农村 考生 无关 笔者 了解 农村 高中 学生 数量 本来 一般
3,教育,"清华蹭课保安考取山东师大 立志回北京考研 近日,驻清华大学保安员贾作胜收拾好行李,踌躇满志地去山东师范大学报到。这是驻首都高校保安系统20年来惟一通过自学考上大学的保安员。 贾作胜今年27岁,来自山东菏泽农村,高中毕业后,由于家庭经济等原因,未能如愿继续就读。在打工的几年里,他一直坚持自学,从来没有放弃梦想。2009年12月份,得知在高校当保安有良好的学习条件后,他来到了北京市保安总公司文安分公司。看到他好学上进,公司特意把他安排到了清华大学图书馆当保安员,为他提供了一个博览群",清华 保安 考取 山东 师大 立志 北京 考研 近日 清华大学 保安员 贾作胜 收拾 行李 踌躇满志 地去 山东师范大学 首都 高校 保安 系统 20 年来 惟一 自学考 大学 保安员 贾作胜 今年 27 来自 山东 菏泽 农村 高中毕业 由于 家庭 经济 原因 未能如愿 继续 就读 打工 几年 一直 坚持 自学 从来 没有 放弃 梦想 2009 12 月份 得知 高校 保安 良好 学习 条件 来到 北京市 保安 总公司 文安 分公司 看到 好学上进 公司 特意 安排 清华大学 图书馆 保安员 提供 博览
1,科技,"研究称银河系附近或潜藏暗物质星系 图 新浪环球地理讯 北京时间1月19日消息,据美国国家地理网站报道,美国天文学家1月13日宣布,一个望远镜观测不到的完整星系可能潜藏在银河系附近,而且质量估计只有银河系的1%。 这个星系被命名为“X星系” Galaxy X 。据领导实施这项研究的美国加州大学伯克利分校天文学家苏坎亚 查克拉巴尔蒂 Sukanya Chakrabarti 介绍,“X星系”之所以看不见,或许不是因为其作为矮星系的地位,而是因为它诡秘的位置及其压倒性的暗物质数量。",研究 银河系 附近 潜藏 暗物质 星系 新浪 环球 地理 北京 时间 19 消息 美国 国家 地理 网站 报道 美国 天文学家 13 宣布 望远镜 观测 不到 完整 星系 可能 潜藏在 银河系 附近 而且 质量 估计 只有 银河系 1% 这个 星系 命名 星系 Galaxy 领导 实施 这项 研究 美国加州大学伯克利分校 天文学家 苏坎亚 克拉 巴尔 Sukanya Chakrabarti 介绍 星系 之所以 看不见 或许 不是 作为 星系 地位 而是 诡秘 位置 及其 压倒性 暗物质 数量
2,财经,"业务快速扩张外资银行凶猛来袭 本报记者 杜艳 9月3日,北京银监局的最新统计显示,北京地区辖内34家外资行中,已有6家改制为在京落户的法人银行。 自2006年11月新的《外资银行管理条例》颁布后,“分行与法人并行,法人导向政策”成为外资行发展的新方向。 在逐步取消对外资银行经营人民币业务在地域和客户对象上的限制后,目前已有摩根大通、友利、韩亚、德意志、新韩、法兴等6家外资银行改制为在京注册法人。辖内34家外资分行中,已有19家改制为法人银行分行,其余15家外国银行分",业务 快速 扩张 外资银行 凶猛 来袭 本报记者 杜艳 北京 银监局 最新 统计 显示 北京地区 34 外资 行中 已有 改制 落户 法人 银行 2006 11 外资银行 管理条例 颁布 分行 法人 并行 法人 导向 政策 成为 外资 发展 方向 逐步 取消 外资银行 经营 人民币 业务 地域 客户 对象 限制 目前 已有 摩根 大通 友利 韩亚 德意志 法兴 外资银行 改制 注册 法人 34 外资 分行 已有 19 改制 法人 银行 分行 其余 15 外国 银行
0,体育,"日本NEC杯快棋赛半决赛 张栩胜河野临率先晋级 谱 新浪体育讯 点击观看棋谱 日本第28期NEC杯快棋赛半决赛今天在德岛市进行,张栩九段执白以3目半的优势战胜河野临九段晋级决赛。 NEC杯创办于1981年,冠军奖金1700万日元。比赛采取单败淘汰制。决赛一局定胜负。比赛用时为每方10分钟,之后每手棋30秒。快棋高手大竹英雄九段、依田纪基九段、加藤正夫九段都曾多次夺取冠军。从第24期开始NEC杯上演新老交替,张栩九段、河野临九段等更棋手接连夺冠。 张栩九段是2008年日本棋坛的风云人物,夺",日本 NEC 快棋赛 半决赛 张栩胜 河野 率先 晋级 新浪 体育讯 点击 观看 棋谱 日本 28 NEC 快棋赛 半决赛 今天 德岛 张栩 九段 执白 目半 优势 战胜 河野 九段 晋级 决赛 NEC 创办 1981 冠军 奖金 1700 万日元 比赛 采取 单败 淘汰制 决赛 一局 胜负 比赛 用时 每方 10 分钟 之后 每手 30 快棋 高手 大竹 英雄 九段 依田纪基 九段 加藤 正夫 九段 曾多次 夺取 冠军 24 开始 NEC 上演 新老交替 张栩 九段 河野 九段 棋手 接连 夺冠 张栩 九段 2008 日本 棋坛 风云人物
3,教育,"康耐斯托加理工学院:留学录取条件详解 组图 主持人娄雷:各位新浪网友大家好,欢迎大家光临我们今天的新浪嘉宾聊天室,我们在北京的国贸中心为大家进行现场直播2009年中国国际教育展的特别节目。接下来的时段当中将和大家共同关注一个学校,是加拿大康耐斯托加理工学院,为大家请到的嘉宾是这个学院的国际教育部的负责人,还有亚洲区的张老师,两位嘉宾来到聊天室和大家进行交流。两位嘉宾先跟广大新浪网友打声招呼。 张老师:各位新浪的网友大家好! Bhanu Vashishth:大家好。 主持人娄雷:首",康耐 斯托 理工学院 留学 录取 条件 详解 组图 主持人 娄雷 各位 新浪 网友 大家 欢迎 大家 光临 今天 新浪 嘉宾 聊天室 北京 国贸 中心 大家 现场直播 2009 中国 国际 教育展 特别节目 接下来 时段 当中 大家 共同 关注 学校 加拿大 康耐 斯托 理工学院 大家 嘉宾 这个 学院 国际 教育部 负责人 还有 亚洲区 张老师 两位 嘉宾 来到 聊天室 大家 交流 两位 嘉宾 广大 新浪 网友 打声 招呼 张老师 各位 新浪 网友 大家 Bhanu Vashishth 大家 主持人 娄雷
2,财经,"联手私募 银信理财频现新军 最低门槛30万元,通过银信理财进行投资,私募不再高不可攀 本报记者 张艺良 高端市场是金融机构兵家必争之地。随着中国经济多年来的持续增长,国人的钱袋子也越来越鼓。经常可以在网站等媒体上公布的百万、千万甚至是亿万富翁人数。面对潜在客户群庞大的高端理财市场,金融机构各出奇兵。 邮政银行 携5大明星级投资顾问入市 理财对于很多投资者而言还是一件不容易的事情,多数人都希望有理财顾问能在旁指点一二。在中国的资本市场上,私募基金的运营团队一直被人们",联手 私募 银信 理财 频现 新军 最低 门槛 30 万元 银信 理财 投资 私募 不再 高不可攀 本报记者 张艺良 高端 市场 金融机构 兵家必争之地 随着 中国 经济 多年 持续增长 国人 钱袋子 越来越 经常 可以 网站 媒体 公布 百万 千万 甚至 亿万富翁 人数 面对 潜在 客户群 庞大 高端 理财 市场 金融机构 各出 奇兵 邮政 银行 大明 星级 投资 顾问 入市 理财 对于 很多 投资者 而言 还是 一件 容易 事情 多数 希望 理财 顾问 指点 一二 中国 资本 市场 私募 基金 运营 团队 一直 人们
2,财经,"新基金600亿元省着花 短线建仓难有大收益 基金热点11月新成立基金建仓如履薄冰 11月份,A股市场震荡起伏,新基金规模迎来了井喷式增长,募资规模超过600亿元,加上本月待发基金,新基金拟建仓资金将超过千亿元。不少业内人士冀望于新基金建仓资金将对A股市场的企稳反弹起积极作用。不过,据观察,相比10月份成立的新基金迫不及待的建仓态度,11月成立的新基金步伐明显放缓。 本报记者 吴倩 11月新成立基金募资逾600亿元 财汇统计数据显示,11月成立的新基金多达18只,合计募资规模达到6",基金 600 亿元 短线 建仓 难有 收益 基金 热点 11 成立 基金 建仓 如履薄冰 11 月份 A股 市场 震荡 起伏 基金 规模 迎来 井喷式 增长 募资 规模 超过 600 亿元 加上 本月 待发 基金 基金 拟建 资金 超过 千亿元 不少 业内人士 冀望 基金 建仓 资金 A股 市场 企稳 反弹 积极 作用 不过 观察 相比 10 月份 成立 基金 迫不及待 建仓 态度 11 成立 基金 步伐 明显 放缓 本报记者 吴倩 11 成立 基金 募资 600 亿元 财汇 统计数据 显示 11 成立 基金 多达 18 合计 募资 规模 达到
3,教育,"黑龙江2011高考录取分数线发布 理科一本551分 新浪教育 微博 讯 今天下午,经省高等学校招生委员会审批,我省2011年普通高校招生全省最低录取控制分数线已经划定,现予发布: 本科一批院校理科为551分,文科为540分; 本科二批院校 不含计划单列的“本科二批中外合作办学本科院校” 理科为465分,文科为462分; 本科体育院校文化课理科为279分,文科为277分,术科 全省统考 为79分; 本科艺术院校 含艺术本科一批、二批院校 文化课理科为272分,文科为270分。 第一时间了解",黑龙江 2011 高考 录取 分数线 发布 理科 一本 551 新浪 教育 微博 今天下午 经省 高等学校 招生 委员会 审批 我省 2011 普通高校 招生 全省 最低 录取 控制 分数线 已经 划定 现予 发布 本科 一批 院校 理科 551 文科 540 本科 二批 院校 计划单列 本科 二批 中外合作 办学 本科 院校 理科 465 文科 462 本科 体育院校 文化课 理科 279 文科 277 术科 全省 统考 79 本科 艺术院校 艺术 本科 一批 二批 院校 文化课 理科 272 文科 270 第一 时间 了解
2,财经,"建信基金QDII资格获批 本报9月7日讯 近日,建信基金管理公司正式获得中国证监会批复,获得境外证券投资管理牌照 合格境内机构投资者 QDII 资格。 建信基金是国内第一批成立的银行系基金公司之一,其控股股东中国建设银行是首家在海外上市的国有控股商业银行,建行庞大的客户资源将为建信基金的QDII业务拓展提供广阔空间。尤其值得关注的是,建信基金的外方股东 美国信安金融集团拥有雄厚的实力以及丰富的环球资产管理和金融服务经验,将为建信基金的QDII基金管理提供强有力支",建信 基金 QDII 资格 获批 本报 日讯 近日 建信 基金 管理 公司 正式 获得 中国证监会 批复 获得 境外 证券 投资 管理 牌照 合格 境内 机构 投资者 QDII 资格 建信 基金 国内 第一批 成立 银行 基金 公司 之一 控股 股东 中国建设银行 首家 海外 上市 国有 控股 商业银行 建行 庞大 客户资源 建信 基金 QDII 业务 拓展 提供 广阔 空间 尤其 值得 关注 建信 基金 外方 股东 美国 信安 金融 集团 拥有 雄厚 实力 丰富 环球 资产 管理 金融服务 经验 建信 基金 QDII 基金 管理 提供 强有力
3,教育,"审视光环下的英式教育:为何不如上海学生? 英国教育的国际排名不敢跟上海比,难道还不如爱沙尼亚? 来英国的中国“小留学生”人数在逐年增加。家长花巨资送孩子来英国上中学,冲的是英式教育的盛名,让孩子早点纳入英国的教育体制,为考大学打好基础。 “英式教育”的确名声在外,有了钱送孩子来英国读书的不光是中国人。比如,俄国人有了钱,也忙着把孩子往英国送。 英国教育的“国际名声”与它实际的“国际排名”应该是比翼齐飞、相得益彰了? 审视光环下的英式教育,为何处处不如上海学生? 满眼上海,不见英",审视 光环 英式 教育 为何 不如 上海 学生 英国 教育 国际 排名 不敢 上海 难道 不如 爱沙尼亚 英国 中国 留学生 人数 逐年 增加 家长 巨资 孩子 英国 中学 英式 教育 盛名 孩子 早点 纳入 英国 教育体制 考大学 基础 英式 教育 的确 名声在外 有了钱 孩子 英国 读书 不光 中国 比如 俄国人 有了钱 孩子 英国 英国 教育 国际 名声 实际 国际 排名 应该 比翼齐飞 相得益彰 审视 光环 英式 教育 为何 处处 不如 上海 学生 满眼 上海 不见
1,科技,"不是羊羔体!苹果精品暴力艺术照大全 专挑高档货蹂躏!苹果精品暴力图片集 就整个IT领域而言,无论对于追求尖端品质的用户也好,还是追求时尚浪潮的用户也好,苹果产品都是IT业的第一代名词。如此强悍的口碑不仅体现在某几款产品的成功上,同时还体现在苹果在资本市场的身价上。自从苹果iPad热销以来,该公司的股票市值已经正式超越微软,成为了全球高科技第一股。 这个奇怪的东东,保留看法,看上去不像真的,但是也不排除有BT级蛋疼帝拿着小钢锯玩这游戏。 苹果某设备内的芯片,上层是残破的显示",不是 羊羔 苹果 精品 暴力 艺术照 大全 专挑 高档 蹂躏 苹果 精品 暴力 图片集 整个 IT 领域 而言 无论 对于 追求 尖端 品质 用户 也好 还是 追求 时尚 浪潮 用户 也好 苹果 产品 IT 第一 代名词 如此 强悍 口碑 不仅 体现 几款 产品 成功 同时 体现 苹果 资本 市场 身价 自从 苹果 iPad 热销 以来 公司 股票 市值 已经 正式 超越 微软 成为 全球 高科技 第一股 这个 奇怪 东东 保留 看法 看上去 不像 真的 排除 BT 疼帝 钢锯 游戏 苹果 设备 芯片 上层 残破 显示
2,财经,"小基金的艰难背影:首发即在熊市 理财周报记者 李晔斌/文 “幸福的家庭总是相似的,不幸的家庭各有各的不幸。”众多小基金公司成立数年来,规模踟蹰不前同样各有不同。 我们在思考小基金公司如何变大之前,先为小基金公司号脉,剖析小型基金公司长不大的各种原因。 生不逢时:首发基金都在熊市 虽然小基金公司长不大的成因各不相同,但一个显著的现象是,61家基金公司排名后10的公司都是在2005年和2008年间发行第一只基金的,而2005年和2008年两个时间段也正是A股市场有史以来最",基金 艰难 背影 首发 熊市 理财 周报 李晔斌 幸福 家庭 总是 相似 不幸 家庭 各有 不幸 众多 基金 公司 成立 数年 规模 踟蹰不前 同样 各有不同 思考 基金 公司 如何 之前 先为 基金 公司 号脉 剖析 小型 基金 公司 长不大 各种 原因 生不逢时 首发 基金 熊市 虽然 基金 公司 长不大 成因 各不相同 显著 现象 61 基金 公司 排名 10 公司 2005 2008 年间 发行 第一 基金 2005 2008 两个 时间段 正是 A股 市场 有史以来
2,财经,"电子盘原油回升 沪燃油走势偏强 上海燃料油期货1月19日走势偏强。主力1105合约开盘4,851元/吨,收盘4,881元/吨,上涨41元/吨,成交量为34,100手,持仓量为70,566手。受电子盘原油回升及国内市场整体走高带动,沪燃油跌至反弹。近期现货报价因资源紧张,保持坚挺,部分地区终端开始备货。预计沪油短期将在原油及周边市场带动下维持震荡偏多走势。 纽约商业期货交易所 NYMEX 原油期货19日亚洲电子盘震荡回升,截止北京时间15:00,NYMEX 二月原油期货",电子盘 原油 回升 燃油 走势 偏强 上海 燃料油 期货 19 走势 偏强 主力 1105 合约 开盘 851 收盘 881 上涨 41 成交量 34 100 持仓量 70 566 电子盘 原油 回升 国内 市场 整体 走高 带动 燃油 跌至 反弹 近期 现货 报价 资源 紧张 保持 坚挺 部分 地区 终端 开始 备货 预计 短期 原油 周边 市场 带动 维持 震荡 偏多 走势 纽约 商业 期货 交易所 NYMEX 原油期货 19 亚洲 电子盘 震荡 回升 截止 北京 时间 15 00 NYMEX 二月 原油期货
1,科技,"韩国三宝电脑公司发布最新上网本N1200 韩国三宝公司近日发布一款型号为N1200的10.1英寸上网本,四四方法的造型看上去很想惠普Mini 5102。不过,这款N1200并没有像惠普一样具备很强的电池续航能力,据称,这款上网本的电池续航能力仅为2.5小时。 除了电池的缺陷,其他设计都是中规中矩。处理器采用Intel Atom N450,主频1.66GHz,屏幕像素为1024 600。并配备1GB内存和160GB硬盘,预装Windows 7精简版系统。 编辑点评:虽然配置中规中",韩国 三宝 电脑公司 发布 最新 上网 N1200 韩国 三宝 公司 近日 发布 一款 型号 N1200 10.1 英寸 上网 四四 方法 造型 看上去 很想 惠普 Mini 5102 不过 这款 N1200 没有 惠普 一样 具备 很强 电池 续航 能力 据称 上网 电池 续航 能力 仅为 2.5 小时 除了 电池 缺陷 其他 设计 中规中矩 处理器 采用 Intel Atom N450 主频 1.66 GHz 屏幕 像素 1024 600 配备 1GB 内存 160GB 硬盘 预装 Windows 精简版 系统 编辑 点评 虽然 配置 中规中
3,教育,"教育展参展高校简介:泰晤士河谷大学 2009年中国国际教育展将于10月17日在北京拉开帷幕,随后巡回武汉、上海、成都和广州5个城市,以下为英国此次参展院校泰晤士河谷大学简介: Thames Valley University 泰晤士河谷大学 ThamesValley University, with campuses in West London Ealing and Brentford and Reading, is a dynamic and forward look",教育展 参展 高校 简介 泰晤士河 大学 2009 中国 国际 教育展 10 17 北京 拉开帷幕 随后 巡回 武汉 上海 成都 广州 城市 以下 英国 此次 参展 院校 泰晤士河 大学 简介 Thames Valley University 泰晤士河 大学 ThamesValley University with campuses in West London Ealing and Brentford and Reading is dynamic and forward look
1,科技,"优酷、土豆股价大幅下挫 视频网站何时盈利? 受美国投资信心影响,5个月内优酷股价跌逾七成,土豆股价逼近上市来最低点 优酷抢在中国概念股遇冷前完成增发融资4亿美元、土豆 微博 在赴美上市窗口关闭时成功抢滩纳斯达克......这些曾经是视频行业在资本市场上创造的“亮丽”战绩,但现在战绩正在慢慢消逝。 美国时间周三,在美联储声明公布后,投资者信心未能提振,美股大幅重挫,中国概念股随大市普遍下跌。其中,优酷大跌11.18%,刷新上市以来新低,5个月内股价跌幅逾7成;土豆下跌15.43%,",优酷 土豆 股价 大幅 下挫 视频 网站 何时 盈利 美国 投资 信心 影响 优酷 股价 七成 土豆 股价 逼近 上市 最低点 优酷 中国 概念股 遇冷 完成 增发 融资 亿美元 土豆 微博 赴美 上市 窗口 关闭 成功 抢滩 纳斯达克 ...... 这些 曾经 视频 行业 资本 市场 创造 亮丽 战绩 现在 战绩 正在 慢慢 消逝 美国 时间 周三 美联储 声明 公布 投资者 信心 未能 提振 美股 大幅 重挫 中国 概念股 随大市 普遍 下跌 优酷 大跌 11.18% 刷新 上市 以来 新低 股价 跌幅 土豆 下跌 15.43%
3,教育,"河北高校2010年考研自命题科目成绩陆续公布 新浪教育讯 2010年河北省硕士研究生入学考试成绩将于2月23日公布。报考河北省研究生招生单位的考生可于2月23日登陆河北省教育考试院网站 网址: 全国各地2010年考研成绩查询信息汇总持续更新,敬请关注。 相关推荐: 考研复试决胜攻略:绝妙17招让老师喜笑颜开 边缘考生也应全面准备 降低考研复试风险 2010考研复试提前准备:注意四大问题 2010考研结束 三大出路学子如何抉择 2010考研继续:寒假期间将复试准备提上日程",河北 高校 2010 考研 命题 科目 成绩 陆续 公布 新浪 教育 2010 河北省 硕士 研究生 入学考试 成绩 23 公布 报考 河北省 研究生 招生 单位 考生 可于 23 登陆 河北省 教育 考试院 网站 网址 全国 各地 2010 考研 成绩 查询 信息 汇总 持续 更新 敬请 关注 相关 推荐 考研 复试 决胜 攻略 绝妙 17 招让 老师 喜笑颜开 边缘 考生 全面 准备 降低 考研 复试 风险 2010 考研 复试 提前准备 注意 四大 问题 2010 考研 结束 三大 出路 学子 如何 抉择 2010 考研 继续 寒假 期间 复试 准备 日程
2,财经,"国际油价本周大涨20% 本报讯 文/表 记者游锋华 尽管美国金融危机导致的全球工业放缓对能源需求的影响仍然没有任何实质性改观,但从本周开始,商品市场投资者的眼光重新 回到了对供应不足问题的关注,市场气氛与油价创下历史高位时愈加相似。由于对供应问题的忧虑,国际油价本周大幅上扬,周涨幅超过20%,这一情况在过去半 年中极为罕见。 欧佩克减产影响日益明显 截至当地时间本周四收盘,美国纽约商品交易所 NYMEX 挂牌的西德克萨斯轻质原油期货价格从上周四的37.13美元",国际 油价 本周 大涨 20% 本报讯 游锋华 尽管 美国 金融危机 导致 全球 工业 放缓 能源需求 影响 仍然 没有 任何 实质性 改观 本周 开始 商品 市场 投资者 眼光 重新 回到 供应 不足 问题 关注 市场 气氛 油价 创下 历史 高位 愈加 相似 由于 供应 问题 忧虑 国际 油价 本周 大幅 上扬 涨幅 超过 20% 这一 情况 过去 极为 罕见 欧佩克 减产 影响 日益 明显 截至 当地 时间 周四 收盘 美国 纽约商品交易所 NYMEX 挂牌 德克萨斯 轻质 原油期货 价格 上周四 37.13 美元
1,科技,"中国联通启动3G业务试商用 昨天是世界电信与信息社会日,中国联通在全国55城市联合举办“中国联通3G业务试商用发布会”, 江苏联通也在位于丹凤街上的3G“wo”品牌店同步召开“江苏联通3G业务试商用发布会”。当中国联通常小兵董事长将一张巨大的3G USIM卡插入巨型3G终端时,备受关注的中国联通3G业务正式拉开试商用的序幕。江苏昨天也在南京、无锡、常州、徐州、苏州五地同时推出试商用。 年内全国284个城市实行商用 在发布会现场,中国联通副总经理左迅生宣布自即日起在",中国联通 启动 3G 业务 商用 昨天 世界 电信 信息 社会 中国联通 全国 55 城市 联合 举办 中国联通 3G 业务 商用 发布会 江苏 联通 位于 丹凤 街上 3G wo 品牌 同步 召开 江苏 联通 3G 业务 商用 发布会 中国联通 常小兵 董事长 一张 巨大 3G SIM卡 插入 巨型 3G 终端 备受 关注 中国联通 3G 业务 正式 拉开 商用 序幕 江苏 昨天 南京 无锡 常州 徐州 苏州 五地 同时 推出 商用 年内 全国 284 城市 实行 商用 发布会 现场 中国联通 副总经理 迅生 宣布 自即日起
2,财经,"钢材期货短线风险加剧 长期维持4800点目标价位 数据来源:WIND,东证期货研究所,中证期货 中证期货 刘冰清 孙凡 182万手!作为一个上市刚满4个月的“新生儿”,螺纹钢期货成交量已经超过了有十多年历史的带头大哥 铜期货。 7月份以来,钢材期货无疑是期货市场最为耀眼的品种之一。截至29日收盘,螺纹钢主力合约910报于4392元/吨,7月累积涨幅达550余元。笔者曾预计该品种将在年内到达4800元/吨,但截至7月29日的不到2周时间内,910合约即站上4400元关口之上,速度之快远超",钢材 期货 短线 风险 加剧 长期 维持 4800 目标 价位 数据 来源 WIND 东证 期货 研究所 中证 期货 中证 期货 刘冰清 孙凡 182 万手 作为 上市 刚满 新生儿 螺纹钢 期货 成交量 已经 超过 十多年 历史 带头 大哥 铜期货 月份 以来 钢材 期货 无疑 期货市场 最为 耀眼 品种 之一 截至 29 收盘 螺纹钢 主力 合约 910 报于 4392 累积 涨幅 550 余元 笔者 预计 品种 年内 到达 4800 截至 29 不到 时间 910 合约 站上 4400 关口 之上 速度 之快 远超
2,财经,"大成基金:底部已经确立 昨日,大成基金以一系列公益活动迎来了十周岁生日。在客户答谢会上,大成基金发布了二季度投资策略报告。 大成基金表示,中国经济逐步走出最困难的时期,世界经济和中国经济已经向均值回归。虽然经济的复苏具有波折性,但是整体来说,底部已经确立,宏观经济正在持续好转。基于对宏观经济的积极判断,大成基金将在未来采取较为积极的投资策略,坚持高于市场平均的仓位,在行业和板块上快速轮动。至于投资主线,大成基金认为有如下机会:早周期行业 房地产、汽车、非银行金",大成 基金 底部 已经 确立 昨日 大成 基金 一系列 公益活动 迎来 周岁 生日 客户 答谢会 大成 基金 发布 二季度 投资 策略 报告 大成 基金 中国 经济 逐步 走出 困难 时期 世界 经济 中国 经济 已经 均值 回归 虽然 经济 复苏 具有 波折 整体 来说 底部 已经 确立 宏观经济 正在 持续 好转 基于 宏观经济 积极 判断 大成 基金 未来 采取 较为 积极 投资 策略 坚持 高于 市场 平均 仓位 行业 板块 快速 轮动 至于 投资 主线 大成 基金 认为 如下 机会 周期 行业 房地产 汽车 非银行
2,财经,"海外矿山产量下降 进口需求力挺铜价 国际铜价经过近半年时间的回落整理,投机泡沫得到挤压,市场对于铜价的关注重新回到供需平衡上,伦铜从8900美元/吨位置展开强劲反弹。同时,沪铜也修正了此前对于国内外经济走弱的悲观预期,自66000元/吨大幅反弹至74000元/吨水平。从铜自身基本面来看,海外矿石产量增长不及预期,以及中国可能重新大量进口令投资者对铜价产生浓厚兴趣。尽管国内外制造业显现增长动力不足,未来库存可能增长过快使得铜价上涨高度受限,但在中国进口需求有望强劲恢复的预期",海外 矿山 产量 下降 进口 需求 力挺 铜价 国际 铜价 经过 近半年 时间 回落 整理 投机 泡沫 得到 挤压 市场 对于 铜价 关注 重新 回到 供需平衡 伦铜 8900 美元 位置 展开 强劲 反弹 同时 修正 此前 对于 国内外 经济 走弱 悲观 预期 66000 大幅 反弹 74000 水平 自身 基本面 来看 海外 矿石 产量 增长 不及 预期 中国 可能 重新 大量 进口 投资者 铜价 产生 浓厚兴趣 尽管 国内外 制造业 显现 增长 动力 不足 未来 库存 可能 增长 过快 使得 铜价 上涨 高度 受限 中国 进口 需求 有望 强劲 恢复 预期
3,教育,"2011年考研调剂如何更换专业 3月底,国家研究生入学考试复试分数线将最终下达,在这之前,34所重点高校的硕士研究生入学考试的复试线分数也已陆续公布于众。对于那些没有达到复试线的同学来讲,是否意味着要被淘汰呢?也不是。如果尽快调剂,也许还有参加复试的机会。在调剂的过程有些同学会遇上要更换专业的情况, 那么该如何选择自己的调剂专业呢?首先来分析下热门专业和冷门专业是如何形成的。 冷热背后看就业 今年研究生招生考试持续火爆,招生报名总人数远远超过去年,各高校的报考生源也都",2011 考研 调剂 如何 更换 专业 月底 国家 研究生 入学考试 复试 分数线 最终 下达 之前 34 重点高校 硕士 研究生 入学考试 复试线 分数 陆续 公布于众 对于 那些 没有 达到 复试线 同学 来讲 是否 意味着 淘汰 不是 尽快 调剂 也许 还有 参加 复试 机会 调剂 过程 有些 同学会 遇上 更换 专业 情况 那么 如何 选择 自己 调剂 专业 首先 分析 热门 专业 冷门 专业 如何 形成 冷热 背后 就业 今年 研究生 招生 考试 持续 火爆 招生 报名 人数 远远 超过 去年 高校 报考 生源
