label,category,text,source_file
3,教育,"图文:第16届国际教育展现场人头攒动 第16届中国国际教育巡回展第一站3月12日在北京国贸展厅隆重开幕,来自英国、法国、荷兰、美国等30多个国家和地区的400多所高校和教育机构同场摆擂,展开生源大战。多国使馆或官方教育机构举行最新留学、签证政策、奖学金说明会。教育展之后还将在大连、西安、上海、南京、武汉、广州六个城市巡回展出。图为:第16届国际教育展现场人头攒动。",289038.txt
0,体育,"切尔西队长完美表现回击嘘声 能拿回世界杯他仍是英雄 记者克韩报道 上周末足总杯淘汰斯托克城打入四强,特里进球后手指队长袖标、大秀肱二头肌,赛后走下球场脱光球衫精赤上身,却依然把袖标留在臂膀上。他是要扮人猿泰山?森林之王? 《泰晤士报》请来的体育心理学家对此解读说:“在动物王国,这叫做炫耀行为,就像猩猩会拍自己的胸脯一样。特里显然处于极大的压力之下,这要不让你变得更顺从、害羞或安静,要不就让你更加想证明自己的优势地位。他让这一切发泄了出来。” 此役蓝军队长确实经受了很多,斯托克球迷从一开场",38453.txt
0,体育,"舜天内讧升级!外援大佬谋反 巴西四人帮组团欺负人 238天不赢!江苏不倒裴 2010-05-17 特约记者林浩报道 1比1平申花,舜天天又不胜。自从本赛季第二轮主场不敌长春亚泰之后,江苏舜天已经连续六轮保持不败了。纵观今年中超16支队,能和舜天同样做到这一点的,只有山东鲁能。不同的是,打了八轮比赛的舜天仅排在积分榜倒数第三位,而少赛一场的后者则是目前的联赛领头羊。 也就是说,从另外一个角度来看,舜天六轮不败,换来的只有可怜巴巴的6分,而从上赛季第24轮主场4比1击败杭州绿城之后,两个赛",71771.txt
3,教育,"同济大学2012级硕士生全公费就读 本报讯 记者 董少校 同济大学 微博 近日宣布,将面向2012级全日制硕士研究生推出新的资助政策,无论学术型研究生还是专业学位研究生,都可以获得全额学业奖学金,每人每年1万元,相当于全公费就读,同济大学每年将为此增加投入上千万元。 同济大学每年招收学术型硕士生约2400人、专业学位硕士生约1100人。截至目前,两类研究生都只有部分学生可以获得全额学业奖学金。从2012级开始,全日制硕士研究生将100%享受全额学业奖学金,与学费同额度。此",316985.txt
3,教育,"湖南9中学获北大“校长推荐”资格 全国161所中学最终被确定具有北京大学2011年“中学校长实名推荐制”资格,湖南省今年共9所,较去年新增5所。10月31日晚11时,北京大学在其招生网站上公示了获推荐资格的中学及校长名单。 “中学校长实名推荐制”从去年的13个省份的39所学校试点、推荐90个名额,今年扩展到了全国范围、推荐学生总额为210名,并有多所农村边远贫困地区和民族地区的中学入选。 1 我省9所学校获推荐资格 2009年底,北大正式推出了“中学校长实名推荐制”,部",305203.txt
3,教育,"辣评:“加分公示简化”伤害高考权威 浙江省2009年普通高校招生政策加分考生名单,16日通过浙江教育考试网向社会公示后,考生家长致电媒体称,表格中只有4516名考生的报名序号、姓名、加分项目与分值,比2008年简单了许多。“这叫我们监督什么,怎么去监督呢?”考生家长章先生说。 6月21日《京华时报》 抹黑“阳光高考” 张东晓 河南 教体局人员 多年来,高考之所以成为“国考”,正因为其特有的严肃性、科学性和公平性,正因为贫困家庭子女与富有家庭子女可以“站在同一起跑线上”公平",296997.txt
3,教育,"政协委员黄震建议进一步提高博士研究生待遇 本报讯 记者 董少校 博士研究生是我国高等教育人才培养的最高层次,是我国科技创新与建设创新型国家的生力军,但高校博士研究生的生活状况令人担忧。为此,全国政协委员、上海交通大学副校长黄震建议,进一步提高博士研究生待遇,为博士生潜心学习和研究创造良好环境。 目前,博士研究生的待遇由奖学金 即国家基本补助 、学校补助、导师补助三部分组成。博士生除了能获得国家基本补助每月1000元外,由于许多高校存在“三助”岗位不足、津贴较低,以及一些高校学科",316035.txt
2,财经,"欧佩克难产会议不会成常态 原油供需格局不改 罗强 因欧佩克部长级会议未能就提高石油产量达成一致,国际油价6月8日小幅上涨,再次站稳于100美元上方。虽然这是欧佩克成员国20年以来首次在 此类问题上未能取得一致,但笔者认为,由于欧佩克成员国总体的利益诉求保持一致,类似的情况并不会成为常态,该组织仍将对国际油价产生关键性的影响,而欧 佩克不增产的决定不会改变原油供需格局,国际油价上涨空间有限。 根据欧佩克条例,欧佩克实行石油生产配额制。如果石油需求上升,或者某些产油国减少了石油产量,",832924.txt
3,教育,"黑龙江理科状元马强:要做世界级电子精英 图 姓名:马强 毕业学校:大庆实验中学 高考 微博 成绩:710分 数学145分、语文125分、英语141分、理综299分 报考院校:清华大学电子信息工程专业 大庆实验中学高三18班的马强,校内人送外号“强哥”,他以710分的高分拿下我省今年高考理科状元。24日晚,高考成绩发布后,记者拨通了马强的电话,电话那边马强刚打完乒乓球回家,得知自己的成绩,他高兴之余显得很谦虚,“没什么,我只是更幸运一点。” 从小到大 凡事自己拿主意 24日18时,",308621.txt
1,科技,"优万CEO叶蓬:做中国最有名气的3D虚拟世界 比特网 Chinabyte 12月9日消息 “因为技术门槛相对很高再加上目前中国互联网用户对于3D虚拟世界认知度还不够高,国内目前这一领域还没有特别出彩的企业,但完全基于开放性平台操作的虚拟社区网站相对于网络游戏来说有更加广阔的商业前景,这一市场也将会随着消费者的认同而逐渐火热起来,优万科技的目的,就是做成中国最有名气的3D虚拟社区。” 把生活当中一些寄情于学习、娱乐的兴趣转嫁到网络的3D虚拟世界当中,在虚拟世界里面通过虚拟的自己来达到",550516.txt
0,体育,"国安铁腰或登陆韩国K联赛 两年前已做好出国准备 本报讯 记者张磊 还有四天,国安队的自由人将全部解冻,与俱乐部的最后约束将消失。五名自由球员的去向继续牵动着京城球迷的心。记者了解到,黄博文下赛季有望前往海外发展。知情人士透露,K联赛也许是他的落脚地。如此一来,杨昊前往广州恒大的道路似乎更加平坦,加上杜文辉去意渐明,徐云龙和王长庆成为俱乐部重点挽留的对象。 作为国安一手培养起来的球员,黄博文志向并不在国内联赛,前往海外发展成为其主要追求。队友评价小黄的去向时都表示:“如果到国外肯定还能",73320.txt
2,财经,"燃料油上涨级别和力度取决于原油能否筑底成功 “春江水暖油先知”。作为最能反映全球宏观经济变化状况的商品,原油在世界宏观经济的前进历程中始终扮演着重要的角色。进入到2009年以来,在外围经济不见好转的影响下,原油保持持续低迷态势,维持在35-48美元区间,呈现出弱市下探的态势。 而作为原油的下游产品,燃料油在国内经济保持平稳运行前期预期下,具有鲜明的抗跌性,进入到一月上旬以来表现的尤为突出。本周一的涨停更是将这一特性发挥得淋漓尽致,在多空双方相互交错的情况下,沪燃油的下一步继续走高",821020.txt
2,财经,"钢材需求释放远低预期 库存重回增仓轨道 据国内知名钢铁现货交易平台“西本新干线”提供的最新市场分析,上海建筑钢材价格出现连续下挫,单周吨价跌幅达到230元,创出今年春节之后的跌幅之最。华东一些主流钢厂难得地推出“降价+优惠”的出厂价政策。需求释放远低于此前预期,一些手里握有较大比重高价位资源的贸易商估计已处“浮亏”的境地,市场库存重回增仓的轨道,市场的探底过程或将持续。 据“西本新干线”监测,在最近的一周内,上海建筑钢材价格连续下挫,吨价单周跌幅达到230元,创下春节以来钢价",824955.txt
3,教育,"讲述:第三次考研我是如何成功的 这是我第三次走上考研的战场,那段时间我真的很低迷,但是老师的一席话激励了我。他对我说:“如果你觉得自己是一个研究生的材料,就是再困难你都要坚持;如果不是,我劝你尽快找工作。人一旦选择了就不要轻易放弃,做人本来就是很痛苦的,人的快乐往往是建立在长期的痛苦之上的。”正是这段话,让我有了这样一个信念:“我就是一个准研究生”,重拾了我的信心。 2007年9月,我才投入了2008年的复习备考中。对于我来说,最大的困难有两个:一,时间严重不足。我只",311145.txt
1,科技,"谷歌全球营销副总:按国情决定营销策略 导语:谷歌并非以营销能力著称,该公司相信其搜索产品足以借口碑获得成功。不过随着谷歌试图在其他领域复制搜索领域的成功,营销的作用就难以忽视了 谷歌全球营销副总裁洛琳 托希尔 Lorraine Twohill 7年前从欧洲旅游网站Opodo跳槽至谷歌,并于两年前出任谷歌全球市场营销副总裁。她领导的谷歌营销团队目前在全球30多个国家开展业务。 托希尔日前接受了美国《广告时代》网络版的专访。她强调,谷歌在不同国家需根据具体国情制定相应的营销策略",558746.txt
3,教育,"高校艺考启动 考生怀揣明星梦北上南下似长征 【提要】高校艺考大幕拉开,中国之声记者探访报名现场:星途闪耀路难走,艺考生你准备好了么? 据中国之声《新闻纵横》报道,2011年高校招生艺术类专业考试已经正式启动。昨天 13日 ,北京电影学院文学系开始了第一轮面试,备受关注的表演系也将从明天开始初试,全国各地怀揣艺术梦想的考生,将聚集在一起,希望为梦想敲开大门。 虽说演艺圈星路闪耀,然而路途却坎坷艰难,内幕、潜规则的背后,家长、考生如何让梦想照进现实?在昨天的报名现场,记者就遇到了这样",306185.txt
1,科技,"实力不凡 千万像素宾得E80仅售798元 【上海行情】 作为一款入门级机型,宾得E80 资料 报价 图片 论坛 且有着千万像素的成像能力,同时支持720P高清短片摄录,采用一组普通碱性电池就能拍摄约210张照片,实用至上,同时极为实惠的价格也是令人惊喜。 宾得在国内影像市场表现平平,除了机型数量较少外,产品也缺乏宣传及鲜明的卖点,所以并不为人所熟悉,不过像E80这样价格亲民,功能又比较实用的机器,还是非常值得大家关注的。近日最新报价仅有798元。 宾得E80的外观设计一般,采用",491525.txt
3,教育,"招录现场直击:录取一名大学生要经过12道程序 对于每一届高考考生和家长来说,警卫森严的高考录取场是一个比阅卷场还要神秘的地方!高考 “金榜”的产生要经过哪些程序?网上录取会不会不安全?......全国高校在我省大规模录取考生已开始。昨日,为体现录取的透明度,经过学校招委研究同意和相关部门批准,成都理工大学向各大媒体和考生代表开放该校录取场,记者和相关代表见证录取通知书产生的全过程,五六分钟就可以产生一名“准大学生”。据悉,其他大学过程也和该校相同。 安保 录取场保卫人员只认证件不认",292766.txt
2,财经,2009年04月30日 交易提示 3.Au0905合约的自然人持仓调整为0手。,821781.txt
0,体育,"刘翔接班人竞争杀出黑马 双冠王首胜大史冲世锦赛 新浪体育讯 在刚刚结束的全国室内锦标赛上海站,来自解放军的年轻选手尹靖在男子60米栏比赛中,以7秒64夺冠、平该项目今年全国最好成绩。四天前的室内锦标赛南京站,正是他以同样成绩夺冠,并创个人最好水平。 首次战胜史冬鹏 成年男子室内60米栏比赛的栏架高、栏间距离皆同于室外110米栏,分别为1.067米、9.14米;不过,110米栏比赛共有10个栏架;而60米栏为5个栏架。 今年的室内全国锦标赛共设南京、上海、北京三站。本月2月15日进行的",119954.txt
2,财经,"汇添富亚澳优势精选基金将于6月23日结束募集 新浪财经讯 随着QDII基金的第二波出海,“中国需求”及相关领域成为关注热点。据悉,国内首只重点投资澳洲的股票基金 汇添富亚洲澳洲成熟市场 除日本外 优势精选基金将于6月23日如期结束募集。该基金将主打“资源+内需”,重点布局受益于中国内需增长的澳洲资源股,并精选香港中国概念股。 汇添富亚澳优势精选基金的发行引来投资者的青睐。该基金在投资澳大利亚、香港、新加坡和新西兰这四大市场,其中澳大利亚的资产配置比重将不低于40%。同时, 汇添富亚",811425.txt
0,体育,"无卡卡米兰 无C罗曼联?米兰希望破灭却就此重生 新浪体育讯 在圣西罗2-3不敌曼联之后,AC米兰晋级欧冠八强的希望已经几近破灭,但是在破灭的希望中,重建之中的红黑军团让人看到的却并不是绝望...... AC米兰实力逊色机会却不逊曼联 2-3,尽管意大利媒体对这一结果会感到失望,但平心而论,这是一个理所应当的结局,而从比赛的场面来看,AC米兰制造的机会并不少于对手,从OPTA的统计来看,双方射正球门次数是6比4,而进球数却是2比3,范德萨的救险达到了4次,迪达的救险只有1次,此外,亨特",37804.txt
2,财经,"兴业趋势即将分红 兴业全球基金今日公告,兴业趋势基金即将分红,每10份基金份额派发红利0.42元。这是该基金成立以来第4次分红。 晨星数据显示,兴业趋势自2005年11月成立以来,截至今年12月10日,总回报率达322.47%;最近两年的年化回报率为37.87%,在227只股票型基金中排名第三。同时,兴业趋势严把风控关,晨星风险系数为0.70,与泰达荷银合丰成长并列为风险系数最低的股票型基金。 据不完全统计,截至11月下旬,今年以来分红的基金不足60只,",803180.txt
3,教育,"“两遍阅读法”助你顺利通过英语四六级 常有人问我:学英语有什么诀窍?说老实话,要想掌握一种语言,在缺乏必要的语言环境的条件下,实在没有什么捷径可走,但一套科学的学习方法却是必不可少的,我就是用自己总结出的“两遍阅读法”迅速提高了英语成绩,通过了CET各级考试。 第一遍阅读重在训练速度 “两遍阅读法”,即第一遍着重训练阅读能力,第二遍着重扩大词汇量并培养语感。 起初进行阅读训练时,我参考了《Active Readers》这本书。首先从提高阅读速度入手。集中精力阅读一篇长度适中",290304.txt
2,财经,"化工品保持强势 金属近全线下跌 证券时报网11月10日讯 11月10日早盘国内商品期货各品种涨跌互现,除燃油外化工品较为强势,PTA涨停;金属多数冲高回落,近全线下跌;农产品里的豆、油类上扬。 从盘面上看,截至午间收盘,燃油化工品方面,PTA1105合约涨停,报11112元,创出新高;LLDPE1105合约涨2.39%,报13925元;PVC1105合约涨2.11%,报9455元,创出新高;橡胶1105合约涨1.54%,报37300元,盘中再创新高;燃油1103合约跌",826632.txt
3,教育,"8年前为养家出门打工 27岁孝子高分考进湖大 江西小伙子文兵,8年前因为养家放弃了上大学的机会;为了梦想,如今他再度捧起书本,用一年的时间复习,并考上湖北大学。昨日,迟迟才来湖大报道的文兵说:“为了家庭,母亲并不支持我上大学,因此我很矛盾,觉得亏欠她很多。”谈起母亲,他流泪满面。 19岁放弃上大学出门打工 文兵家在江西平乡县,家里只有年迈的母亲和一个妹妹。母亲多年来一直身体不好,妹妹现在山东大学读大二,自父亲去世后,他就成为了家里的顶梁柱。 2001年,文兵参加高考,考上当地一所高",298513.txt
1,科技,"惠普实验室研究报告:新浪微博和Twitter区别 新浪科技讯 7月15日下午消息,惠普实验室官方博客今日公布了最新研究报告,从国际视角来看新浪微博和Twitter的区别,研究发现,新浪微博的热门话题较多来自于娱乐类内容,而Twitter的热门话题则较多来自新闻类内容,并且新浪微博的转发频次总体上要远远高于Twitter。 以下为惠普博客全文: 从国际视角看新浪微博和Twitter的区别---惠普实验室公布关于新浪微博和Twitter比较分析的最新研究成果 社交媒体正在中国获得蓬勃发展,",578851.txt
0,体育,"宁波东方锦标赛杨涛丽领先次轮 李维68杆大反攻 新浪体育讯 北京时间7月30日,北京姑娘李维在最后五个洞抓到了四只小鸟,打出个人在比赛中的最好成绩68杆,低于标准杆4杆。她快速在领先榜上攀升,不过当宁波东方锦标赛第二轮结束之时,她仍落后领先者杨涛丽2杆。查看具体成绩 四川都江堰姑娘杨涛丽第二轮跌宕起伏,打出72杆,平标准杆,两轮成绩为142杆 70-72 ,低于标准杆2杆,单独位于宁波东方锦标赛第一位。澳大利亚选手丹妮尔-鲍尔斯 Danielle Bowers 打出73杆,高于标准杆",60236.txt
1,科技,"易居中国3月12日发布第四季度财报 新浪科技讯 美国东部时间2月26日5:30 北京时间2月26日18:30 消息,易居中国 NYSE:EJ 今天宣布,将于2009年3月12日美国股市开盘前发布截至2008年12月31日的第三季度财报。 木木",540219.txt
0,体育,"公牛中锋不理交易流言 诺阿:球队曾想用我换科比 新浪体育讯 北京时间9月23日消息,近期有消息称公牛队中锋乔金-诺阿可能会被作为交易卡梅罗-安东尼的筹码。而诺阿在接受ESPN记者采访时表示自己希望能够留在公牛队,但是无论球队是否将自己作为交易筹码,他都能够理解。 “生意就是生意,”诺阿在一次当地小学举办的慈善活动中对记者说。“这种事情在体育界非常常见。我只能做好我现在能做的事情。我只是一名球员,我的任务就是为下赛季做好准备。就我看来我现在还是公牛队的一员。” 这位25岁的中锋球员已经",98769.txt
2,财经,"图文:北京弘酬投资管理公司基金经理王利峰 新浪财经讯 2011年7月17日,展恒理财联手宏源证券在北京举办第11届私募高峰论坛,论坛主题为“通胀迷局中的希望坐标”。新浪财经全程图文直播,以上为北京弘酬投资管理公司基金经理王利峰。 欢迎发表评论 我要评论",816749.txt
0,体育,"常昊自评:崔哲瀚露骨攻击 半目胜负对方败着 谱 2010“金立手机杯”围甲联赛第10轮,我作为中国移动上海队主将与西安曲江队主将崔哲瀚九段对阵,最终幸运地以1/4子之优险胜。 【棋局点评】黑15、黑17、黑19的着法有点空,白20在175位飞更好,下一手在79位靠是要点。白24挖打不好,应单在119位并,黑棋还是要在27位补,这样白棋优于实战。 黑33、黑35露骨的攻击时崔哲瀚的风格,白36以下治孤还是很成功。由于有白40、白42靠断的借用,黑49不敢用强。 黑63开劫形成转换,至黑",57036.txt
2,财经,"橡胶期货恐慌性跌停 作者陈植 9月9日,原本“平静”的橡胶期货,却被一则传闻搅得“风声鹤唳”,主力合约1101每吨下跌1005元,跌幅3.8%。 “早上开盘没几分钟,橡胶主力1101合约忽然直接滑向跌停板。”一位期货公司客户经理回忆说。 然而,比“爆仓”更有震撼力的,是一则未经证实的传闻流传在期货投资界:近期证监局正在调查一家浙江大型期货公司,该期货公司一位客户挪用公款联合现货市场大举买涨橡胶期货,存在操纵橡胶期货价格嫌疑。 多位期货公司人士告诉记者,这位",826053.txt
0,体育,"诺阿犯错赛后主动道歉 科比类似情况被罚10万美元 新浪体育讯 北京时间5月23日消息,芝加哥公牛中锋乔金-诺阿在东部决赛第三场曾辱骂一名球迷为“同性恋”,赛后这位法国中锋进行了道歉。 首节还剩6分26秒时诺阿领到了个人第二次犯规,这令他非常气愤,坐回板凳席后他和一名球迷对骂。“我要对此事道歉,”诺阿说,“那位球迷说了些我觉得有点无礼的话,当时我正在气头上,就说了些不该说的。两次犯规让我有些沮丧,我无意冒犯别人,当时只是一时失控。” 诺阿表示自己可能会因此遭受处罚。联盟发言人蒂姆-弗兰克",106051.txt
2,财经,"新手基金经理震荡市直击 张桔 2009年市场呈现先扬后抑的震荡格局,在这一年中有大量的新手走上了偏股型基金经理的职位,他们在这一年的操盘成绩如何?作为新手成长又付出哪些代价呢? 2009年是公募基金经理频繁变动的一年,随着李旭利、曾昭雄、李泽刚等一批昔日的公募明星挥手作别投奔私募时,更多的新手基金经理们被推上了历史舞台。 对此,本报对于在2009年内新上任的基金经理进行筛选,条件是此前未担任过基金经理的职务,既未独立管理过公募基金,也未与其他人合作管理,按照这",809581.txt
1,科技,"爱轻薄重续航 16款超便携本本性能对比 16款超便携本本参数 时至岁末,笔记本电脑年度横评工作已经正式启动。作为一年一度的技术盛宴,2010-2011跨年度整机横评即将开始。IT168评测中心跨年度横评是对本年度笔记本电脑领域全面的总结,可以说是对本年度产品的一次专业的、全面地检阅。因此在近期的测试中我们将为大家带来更多经典的产品,其中将包括轻薄、娱乐、商务等多种定位的产品。而今天我们便针目前市场上比较热门的轻薄产品进行一次对比,从中了解一下当前在轻薄本产品在性能与产品设计方",620245.txt
3,教育,"北京联合大学2011年研究生初试成绩3日起查询 新浪教育讯 北京联合大学2011年研究生初试成绩3日起查询。 凡报考2011年北京联合大学硕士研究生的考生,可于2011年3月3日 周六日休息 以后通过电话查询初试成绩。我校不再寄送书面成绩单。 电话:010 64909005 64900669 查询时间:8:30 11:30 13:30 16:30 根据北京考试院规定,考生如对统考科目评卷结果有异议,可向研招办提出书面申请,经研究生部负责人审查、签字同意后,由指定的专门人员复核,对漏判",315961.txt
2,财经,"宝盈策略增长基金调整基金经理 因赵龙辞职 全景网6月19日讯 宝盈基金周五公告称,因赵龙提出辞职,公司将调整宝盈策略增长股票型证券投资基金基金经理。 公告表示,公司同意赵龙辞职,从2009年6月10日至2009年7月24日,将由陆万山代为管理宝盈策略增长股票型证券投资基金。拟任基金经理相关程序办理完毕后另行公告。 全景网/雷鸣",806437.txt
1,科技,"中秋热销单反 尼康D7000降价送包和卡 泡泡网数码相机频道9月12日 尼康D7000采用了1620万像素DX格式CMOS传感器,搭载最新EXPEED 2代图像处理器。ISO感光度达到ISO100-6400的范围,并可扩展到ISO 25600,具有高感低噪的控制能力。采用新型2016像素的测光感应器,可以为拍摄获得更为准确的曝光。搭载着3英寸92万LCD液晶显示屏,显示效果清晰艳丽。对焦系统采用尼康最新39点自动对焦系统。D7000可实现6张每秒的高速连拍,并可拍摄1080p全",516304.txt
1,科技,"18倍光变长焦卡片 尼康S9100报价2430元 中关村在线长春行情 尼康 S9100是一款拥有18倍光变的便携长焦卡片机,其外观设计气质典雅。近日笔者从商家长春今天恒运相机专卖店了解到,尼康S9100报价2430元,有兴趣的朋友不妨留意一下。 外观方面:尼康S9100数码相机的经典设计在于其略微突出的镜头设计,3英寸92万像素的液晶显示屏。整体机身异常小巧精致,便携式的外观让这款数码相机拥有十分精致 小巧的气质,圆润的机身设计理念配合炫彩的颜色,时尚质感十足,是一款外形靓丽新颖的数码",514913.txt
0,体育,"新疆猛援似乎一直被忽视 丹佛KG是对他最大褒奖 肯扬 马丁职业生涯最好的一个赛季是在新泽西篮网度过的。2003-04赛季,马丁平均每场能够拿下16.7分 生涯最高 和9.5个篮板 生涯第二高 。随后一个赛季,他开始为丹佛掘金效力,迄今已经七个年头。 这期间,卡梅罗 安东尼从一个菜鸟成长为掘金当之无愧的核心,在他身边,先后也有艾弗森、比卢普斯两位顶级后卫保驾护航。马丁似乎一直被忽视着。 上赛季,在安东尼和丹佛本土明星比卢普斯离开掘金后,从资历上来说,马丁顺理成章地成了掘金新的领袖,尽管",108115.txt
2,财经,"QDII去年跑赢A股基金 招商全球赚21.9%居首 新快报讯 记者 强燕 报道“不好发,容易做”的情形也出现在QDII基金上。受前几年所发行QDII基金表现不佳的影响,去年虽然掀起了一波QDII基金发行潮,但首募规模均只有五六亿元。不过,去年QDII基金的表现要比A股基金的平均水平要好,成为最赚钱的品种之一,仅次于债券基金。 来自晨星 中国 网站的数据显示,23只偏股型QDII基金中仅7只出现亏损,业绩最好的招商全球资源涨幅超过20%,净值跌幅最大的为嘉实H股指数,跌幅接近7%。另据银河",814001.txt
2,财经,"基金专户上半年销售投资两落空 王艳伟 无论是公募业务还是专户业务,规模和业绩永远被基金公司并列为头等大事。但在今年的市场上,这两件大事都令基金公司头疼,尤其是在曾被寄予厚望的专户业务方面,基金公司正面临既不好卖又不好投资的两难境地。 销售欠“天时” 专户产品的具体销售情况并无公开数据可查,但记者通过多方询问得知,专户目前的确难卖,尤其是一对多产品,既要看客户脸色 产品是否正对客户需求,也要看银行脸色 档期能否安排得过来。 “可能渠道关系特别好的公司发产品时会比较好卖",816606.txt
3,教育,"专家支招:五步搞定2010年考研英语翻译 暑期考研英语翻译应该多做真题,强化训练。如果感觉基础薄弱,可以先做自己学习的课本课文翻译。比如新视野、上外大学英语新编等教材的第三册,完成过渡,再做真题。 根据多年的辅导经验,我建议大家在复习考研英语翻译的时候按照以下基本步骤进行: 第一步:读文章 考研英语翻译的第一步就是需要快速通读,方法同阅读理解的通读一样,重点看各段落首句。然后细读上文句子、考查句子和下文句子。通读是为了确定主题,上下文是为了确定考查句中经常出现的指代词。 第二步",313000.txt
0,体育,"AC米兰“新援”重返米兰内洛 接受教练安排甘打右后卫 记者王勤伯米兰报道 浅色皮夹克、重皮鞋,保镖随身,回头对围栏外惊呼的球迷挥手......贝克汉姆就是贝克汉姆,在米兰内洛一亮相,举手投足如同好莱坞明星。 重返米兰内洛 周一中午,私人飞机将刚在英国过完圣诞的小贝送到米兰。马尔彭萨机场两个航站楼,小贝从没记者守候的那一个钻出来,捉迷藏的技巧他早烂熟于胸。 机场距离米兰内洛不到20分钟车程。大批球迷在围栏外欢迎度假归来的球星们,也有很多人来此就是为了贝克汉姆。小贝向他们挥手后,与熟悉的门卫拥",36309.txt
0,体育,"西蒙尼斯领跑欧洲大师赛54洞 梁文冲居第43位 新浪体育讯 北京时间9月4日消息,46岁雪茄王西班牙老将西蒙尼斯在瑞士克莱恩斯席瑞高尔夫俱乐部维持了三杆的优势,获得了欧米茄欧洲大师赛54洞的领先,有望成为今年第一位赢得3场欧巡赛冠军的球手。中国名将梁文冲则打出70杆 -1 ,位居并列第43位。 在欧巡赛与亚巡赛共同认可的欧洲大师赛第三轮比赛中,上一轮领先的莱德杯欧洲队队员西蒙尼斯打出68杆 -3 ,以196杆 -17 的总成绩高居成绩榜首位,继续保持了三杆的领先优势。他的莱德杯队友、",61163.txt
3,教育,"2011年考研调剂如何更换专业 3月底,国家研究生入学考试复试分数线将最终下达,在这之前,34所重点高校的硕士研究生入学考试的复试线分数也已陆续公布于众。对于那些没有达到复试线的同学来讲,是否意味着要被淘汰呢?也不是。如果尽快调剂,也许还有参加复试的机会。在调剂的过程有些同学会遇上要更换专业的情况, 那么该如何选择自己的调剂专业呢?首先来分析下热门专业和冷门专业是如何形成的。 冷热背后看就业 今年研究生招生考试持续火爆,招生报名总人数远远超过去年,各高校的报考生源也都",316135.txt
0,体育,"FIFA排名:巴西美洲杯出局仍上升 乌拉圭狂飙13位 新浪体育讯 北京时间7月27日下午,国际足联 FIFA 公布了最新一期的各国国家队排名,刚刚夺得了美洲杯冠军的乌拉圭排名猛串13位,一下子跃居到了世界前五。而西班牙、荷兰、德国和巴西高居前四位。 在过去的一个月中,世界排名前20的诞生了两匹大黑马,乌拉圭和智利两国的排名分别提升了13位和16位,势头迅猛,而除此之外前20强几乎没有什么变动,欧洲三强英格兰、葡萄牙和意大利分居六至八名,而法国则继续尴尬的排在第15位。 中国队的排名较上个月",51147.txt
3,教育,"2012年心理学大纲变化不大 该如何复习 2012年考试大纲较之2011年无太大变化,只是进行了局部的微调。由于有统一的考试大纲,提前准备的考生过线应该问题不大,关键是能不能的高分。如何在目标明确的情况下拔得头筹?跨考教育为您支高招。 1 心理学专业基础综合考试要求考生掌握基本理论、基本知识和基本方法,并能够运用所学的基本理论、基本知识和基本方法分析和解决有关理论问题和实际问题。近三年这种趋势更为明显,很多题需要灵活运用所学知识,正确界定所考知识点,并非单纯对书本内容的死记硬背",316909.txt
3,教育,"中国13省市区公务员“联考”规模赶超国考 图 25日,全国13个省 市、自治区 公务员考试首度实行“联考”,考试时间统一,考试题目均由国家公务员主管部门统一命题。据悉,13个省 市、自治区 共招录4.7万余人,涉及考生可能超过120万人。专家分析,此次“联考”无论是招录人数还是参加考试人数,都已经达到甚至是超过了2010年国家公务员考试的规模。 实行“联考”的13省区市包括:云南、江苏、湖南、海南、山东、内蒙古、重庆、辽宁、广西、宁夏、陕西、天津、西藏。到目前为止,除西藏考题尚不明",317903.txt
3,教育,"记忆中学班主任:“爱慕虚荣”的程老师 程海燕,北京一中一名普通班主任。说普通,可她头上却已有着诸多头衔:北京市紫禁杯班主任、东城区优秀青年教师、东城区优秀班主任......去年,她担任班主任的初三 2 班又从东城上万个班级中脱颖而出,被评为北京市优秀班集体。面对荣誉,程老师的态度是:每个人都应该为自己的进步而自豪。她自嘲地称自己是一个“爱慕虚荣”的人。 每次多1分的期待,让学生找到前进方向 在采访过程中,程老师反复强调着自己的“虚荣”和学生对她的理解,语气里有掩饰不住的骄傲",323484.txt
3,教育,"雅思阅读8.5分:三周精细策划完全篇 去年三月底报名参加了位于番禺路的新东方雅思强化班,阅读老师是牛牛,听力是cain,作文是小新,口语是陆文佳。上课的时候,就感觉唯有牛牛的授课更加具有实质性。培训班结束后,就没有再碰过英语,直至今年1月,报名好了2.28的雅思考试后,才决定要开始复习了。 春节后,开始了一步步的复习,到考试,大约复习了一个月。成绩出来后,总体还行,阅读8.5,听力6.5,作文6,口语5.5,总分是6.625,计6.5。阅读的成绩我非常满意,也很高兴,我觉得",318645.txt
1,科技,"风行获视频牌照发力SNS社区 9月2日,全球最大的影视点播平台风行对外宣布,获得国家广电总局颁发的“信息网络传播视听节目许可证”。据悉,早在今年初,风行就已经进入《中国互联网视听节目服务自律公约》首批名单,也即“白名单”。今年4月初,风行开始向北京广电局提出申请,正式获得视频牌照则是在8月21日。风行CEO罗江春如此表示,风行能顺利获得牌照,表明风行在对产业政策的理解与执行、内容监控、系统管理、良好的企业社会责任感和用户体验方面所作的工作获得了主管部门认可,此时获牌",535446.txt
